# Created by Octave 4.2.2, Fri May 11 21:15:32 2018 GMT <unknown@unknown>
# name: geral
# type: matrix
# rows: 100
# columns: 4
 1 1 9.133119119631473 1
 1 2 14.82552440455594 1
 1 3 20.37450372454148 1
 1 4 19.38993582274646 1
 1 5 -3.106324901984884 0
 1 6 3.852956878494616 0
 1 7 6.340875985117736 0
 1 8 19.3625601459756 1
 1 9 21.02204285097118 1
 1 10 5.407102922032163 0
 1 11 12.52467314941452 1
 1 12 -4.224592972810072 0
 1 13 29.53832271462668 1
 1 14 10.71456782418516 0
 1 15 20.99335843913985 1
 1 16 11.65508886137007 0
 1 17 2.662322419614709 0
 1 18 17.48380046093498 0
 1 19 9.540440556344983 0
 1 20 23.83468105485818 1
 1 21 4.872727944800779 0
 1 22 32.02922472965307 1
 1 23 33.18403473799326 1
 1 24 24.76158441694868 1
 1 25 21.04513100584999 0
 1 26 36.21674730131411 1
 1 27 24.47477373903511 0
 1 28 16.29858411378566 0
 1 29 27.20253245823331 0
 1 30 33.47831322246437 1
 1 31 34.17408071342644 1
 1 32 27.89041502357681 0
 1 33 18.99192011771117 0
 1 34 32.76366789259104 0
 1 35 34.14951844969513 0
 1 36 38.02596219536971 1
 1 37 30.9808932226073 0
 1 38 29.07969398510624 0
 1 39 32.52156559258368 0
 1 40 41.84644476323369 1
 1 41 32.00319599533628 0
 1 42 42.39604290130034 1
 1 43 41.92130054019589 0
 1 44 43.72246862328142 0
 1 45 55.42062552721626 1
 1 46 56.27232788112772 1
 1 47 50.64126405194044 1
 1 48 55.30543181041515 1
 1 49 28.91250055563057 0
 1 50 36.04276918076395 0
 1 51 49.12298219377131 0
 1 52 60.20177280107998 1
 1 53 60.69770314804971 1
 1 54 41.95044962054794 0
 1 55 54.10832999883397 0
 1 56 71.79490054055564 1
 1 57 43.81547899264396 0
 1 58 55.47776576298105 0
 1 59 55.48115687047385 0
 1 60 58.93175613916213 0
 1 61 48.46150649309637 0
 1 62 66.93655608878358 1
 1 63 35.22957567199972 0
 1 64 65.66384072361652 1
 1 65 62.71383209671601 0
 1 66 70.53733232785014 1
 1 67 80.83116404890994 1
 1 68 70.87833927561442 1
 1 69 57.49774844180233 0
 1 70 66.25111448108359 0
 1 71 65.68116525063671 0
 1 72 68.77656353415696 0
 1 73 86.49286947808802 1
 1 74 70.19708771013549 0
 1 75 75.16820268206519 1
 1 76 57.25026018665926 0
 1 77 63.60801781820984 0
 1 78 56.23011217660823 0
 1 79 68.11251863632087 0
 1 80 70.82654972790709 0
 1 81 70.28688121002124 0
 1 82 90.63892771677723 1
 1 83 69.00264347772361 0
 1 84 89.1355197123424 1
 1 85 94.4901746626422 1
 1 86 81.09697001713695 0
 1 87 92.97015420174748 1
 1 88 94.42893733847914 1
 1 89 84.77475531286095 0
 1 90 88.55525619839156 0
 1 91 93.6343469946724 1
 1 92 88.6076063306494 0
 1 93 85.11197671217266 0
 1 94 98.5748406050034 1
 1 95 97.69053958781862 1
 1 96 92.23083418524749 0
 1 97 94.98946747404706 0
 1 98 97.42237878409462 0
 1 99 98.76271866252584 0
 1 100 92.93771914747826 0


