# Created by Octave 4.2.2, Tue Sep 11 09:11:14 2018 -03 <hardproxy@hardproxy>
# name: dados
# type: matrix
# rows: 100
# columns: 2
 1 9.47878907930088
 2 -4.302097505972687
 3 15.96170859065733
 4 6.849646604504492
 5 3.974753434696035
 6 15.62047673181652
 7 1.208097045480155
 8 -0.5984187172269024
 9 4.581814659302528
 10 5.470801481409747
 11 24.04506979826896
 12 11.39698950311157
 13 19.25065470418475
 14 -0.8265851598014642
 15 17.93781577858928
 16 28.61960444049137
 17 4.974611418716005
 18 29.28174478528858
 19 10.04868596004214
 20 10.68810048920115
 21 4.3481550995762
 22 25.43800202670582
 23 41.61595554815931
 24 0.003324932426327365
 25 37.46538897828346
 26 31.42174233013371
 27 17.32163831919786
 28 27.83042210235461
 29 40.01610554025716
 30 48.13930417476801
 31 17.10813225588465
 32 23.0003028319488
 33 38.71229377163078
 34 32.81502767844445
 35 39.25805098269915
 36 31.83218357897229
 37 47.78381526268643
 38 22.3674658643444
 39 22.60831983925061
 40 47.03340274700494
 41 35.55598219481353
 42 31.38718202029441
 43 42.97380644310625
 44 40.79555638330667
 45 52.25132023903851
 46 39.61655362102383
 47 32.134887086269
 48 41.67818863560224
 49 58.28803055127148
 50 39.13027504283738
 51 38.22703561056596
 52 44.61852473493641
 53 49.85226865636351
 54 47.99139018572868
 55 66.65204305186035
 56 73.22349120969423
 57 53.71982754389271
 58 56.47653865200223
 59 67.04736502650231
 60 62.30209804626961
 61 49.01485986041108
 62 50.35338431992475
 63 65.14256942678881
 64 52.80830189166029
 65 68.21931608238684
 66 84.47713911918918
 67 58.64242099507851
 68 87.48790954325395
 69 87.45059615422457
 70 56.97989968107777
 71 67.50933229544574
 72 63.01993790874813
 73 78.75459660157257
 74 62.15589147275812
 75 69.56756325401581
 76 77.73309338327623
 77 58.07265954794136
 78 83.93446598773406
 79 87.89601919585074
 80 97.34531098776445
 81 74.03875166903818
 82 77.92712989057652
 83 89.9505474570051
 84 92.59521480880693
 85 88.62547496492476
 86 74.55441439145783
 87 86.4530741726679
 88 83.69989183584178
 89 96.2372427402503
 90 106.6298782909219
 91 88.50518174668453
 92 90.69929483077955
 93 98.28946767619313
 94 85.69414790266255
 95 94.79874966441483
 96 88.03824948262363
 97 95.73921237462604
 98 77.97522510005066
 99 76.59151876379789
 100 122.6332129221342


