# Created by Octave 4.2.1, Wed Nov 22 19:14:54 2017 -02 <root@otaviano>
# name: x
# type: matrix
# rows: 100
# columns: 2
 1 0.7303685159052419
 2 2.390925886514204
 3 2.90791379907311
 4 4.185813862949239
 5 4.866766448298998
 6 6.172652575636493
 7 6.657981883360721
 8 8.003160013301439
 9 8.694485266891725
 10 10.38985531883114
 11 10.72997580846198
 12 12.0039569104266
 13 12.60067480078289
 14 14.41188298755588
 15 14.88170400318963
 16 16.47068832767834
 17 16.85898931089053
 18 18.37402089456828
 19 18.65106961947739
 20 20.05414184698325
 21 20.53566750192264
 22 22.0462332743518
 23 22.92888052764419
 24 24.47678893099048
 25 24.90174505142256
 26 26.03128607067627
 27 26.52994210886153
 28 28.05311896898663
 29 28.91192440402648
 30 30.02353589631566
 31 30.71851259984629
 32 32.35872288434329
 33 32.83358777720706
 34 34.40303840046077
 35 34.65649519141225
 36 36.1010483837237
 37 36.71876668966719
 38 38.15784110061283
 39 38.71128479058945
 40 40.37385350230634
 41 40.58245472435726
 42 42.31403252947948
 43 42.68152319712411
 44 44.12788177974046
 45 44.50840955596743
 46 46.12149544072477
 47 46.68575837185973
 48 48.13140207457823
 49 48.52079611214565
 50 50.00024874729188
 51 50.77781260508912
 52 52.10408934286144
 53 52.86698162058558
 54 54.25792989072835
 55 54.60327725426097
 56 56.34467978456897
 57 56.98637452727765
 58 58.42741886474987
 59 58.56940465133526
 60 60.12924354262601
 61 60.79568664811964
 62 62.14861099519225
 63 62.99487023189012
 64 64.44107034493179
 65 64.59819200143872
 66 66.38966378874309
 67 66.90251094230088
 68 68.14746743938278
 69 68.58265030084331
 70 70.33085502812138
 71 70.95325303144325
 72 72.1455366040375
 73 72.55840997192632
 74 74.38658195360468
 75 74.77230839934275
 76 76.29474265359916
 77 76.98823799848384
 78 78.10721519995558
 79 78.64529980115371
 80 80.40485185145063
 81 80.92538712954978
 82 82.22987237605949
 83 82.70032866794296
 84 84.16992142062422
 85 84.99953405255198
 86 86.25093617000474
 87 86.57825174380704
 88 88.29263064746121
 89 88.59475382019028
 90 90.1310517083754
 91 90.5546500981298
 92 92.39343093140913
 93 92.51349117803406
 94 94.2343534662602
 95 94.52643424812136
 96 96.11660932769925
 97 96.50574657772853
 98 98.11234536719176
 99 98.55002355406084
 100 100.1410707730373


