# Created by Octave 4.2.1, Fri Nov 24 16:04:59 2017 -02 <root@otaviano>
# name: x
# type: matrix
# rows: 100
# columns: 2
 1 0.9654287185138385
 2 2.009779654647391
 3 2.991051383061954
 4 4.037728939069349
 5 4.966063090825024
 6 6.026310665968328
 7 6.993206169131973
 8 8.034820278957998
 9 8.988155799596328
 10 10.02226241985575
 11 10.9835877479479
 12 12.03817552509918
 13 12.96517752122082
 14 14.02047746015712
 15 14.98409652342483
 16 16.01997746848471
 17 16.96583242755875
 18 18.00823257975592
 19 18.98691166762707
 20 20.02718349277307
 21 20.99767410468859
 22 22.04596075188369
 23 22.95073125552372
 24 24.016068693938
 25 24.97581067068217
 26 26.03353103258118
 27 26.98403975196674
 28 28.0221504107784
 29 28.97150136472771
 30 30.01902028094084
 31 30.99665093217252
 32 32.00122659765862
 33 32.97627818910725
 34 34.00239784874078
 35 34.98203898772925
 36 36.00680676809275
 37 36.98951425031888
 38 38.00658769274681
 39 38.97057451530267
 40 40.01955084190693
 41 40.98571553352667
 42 42.04406079172989
 43 42.97523991929994
 44 44.04115593242306
 45 44.96181393310272
 46 46.04527190653982
 47 46.96503234879077
 48 48.01022780660101
 49 48.98735946910406
 50 50.00145440812403
 51 50.95411640396551
 52 52.02710937005281
 53 52.9667246578733
 54 54.03981452921694
 55 54.99974756059368
 56 56.01536099468402
 57 56.9703027678499
 58 58.01037287165467
 59 58.99019695890166
 60 60.02226574541452
 61 60.9527014284854
 62 62.03562032837528
 63 62.99651126512983
 64 64.00896410820567
 65 64.98679971568345
 66 66.04300833918644
 67 66.99851132914971
 68 68.00837864283218
 69 68.95522753867245
 70 70.01789562937661
 71 70.97716940041113
 72 72.01371466104949
 73 72.96929519665123
 74 74.03098550016206
 75 74.9585815230874
 76 76.02170238497087
 77 76.98262881057596
 78 78.01809776824395
 79 78.96789617645584
 80 80.0176424408472
 81 80.96075102120496
 82 82.04466750897382
 83 82.97756249260914
 84 84.01426600594313
 85 84.95571768288833
 86 86.00055781012077
 87 86.96813918808476
 88 88.00511733107325
 89 88.98489945255213
 90 90.0234678716735
 91 90.98217560863864
 92 92.00752474841609
 93 92.98367538048217
 94 94.00839143392037
 95 94.96257796583654
 96 96.01992932533192
 97 96.96464523976528
 98 98.0469099220346
 99 98.9711204633733
 100 100.0224902393321


