# Created by Octave 4.2.2, Thu Jul 12 15:54:40 2018 GMT <unknown@unknown>
# name: data
# type: matrix
# rows: 100
# columns: 2
 1 6.657336010013328
 2 -5.688491491905734
 3 1.071746270141662
 4 -15.89783266664019
 5 9.364883783509429
 6 4.999981504184949
 7 17.47608804248616
 8 2.655138256128124
 9 7.780941210954778
 10 5.119439795854154
 11 7.880019578617028
 12 -2.130131508180023
 13 10.72853766335258
 14 13.55146897483992
 15 -7.669908279642179
 16 41.0916976016735
 17 9.755605663332727
 18 17.74538347931155
 19 32.48149272141322
 20 34.15058614164853
 21 9.101074485332521
 22 29.51996182848508
 23 35.65682722368155
 24 3.526624925464453
 25 28.6401391635569
 26 26.59221418163375
 27 28.99217404674307
 28 11.6399195683873
 29 46.29357520903655
 30 19.48630981005035
 31 20.03728706778972
 32 36.19075603827745
 33 40.52512790194113
 34 37.30244559425607
 35 44.42961619940568
 36 38.7430324329148
 37 58.87882247422114
 38 26.80424840985593
 39 32.95379708268691
 40 25.41387876466346
 41 29.94026669753011
 42 60.59971090599853
 43 36.72955098488488
 44 59.95870705585255
 45 51.61246167812492
 46 33.50279365996538
 47 54.59195389368729
 48 35.91237201481087
 49 41.36264272353964
 50 58.01349954443992
 51 22.52271446202626
 52 59.64214375022856
 53 59.96074702275786
 54 43.57329398117955
 55 68.92385185671733
 56 55.17078168548891
 57 50.01369024605334
 58 67.16913915257707
 59 64.96139642380903
 60 78.78432165543025
 61 52.60481850561109
 62 60.41185631228685
 63 58.33883698216462
 64 55.4591031525668
 65 57.45016566324315
 66 53.10452585300054
 67 90.19825706660534
 68 76.13255318795404
 69 54.81619372341801
 70 63.21350168224783
 71 73.49418748155382
 72 75.30284844176667
 73 60.54166476423022
 74 100.5689330480097
 75 83.25020135433351
 76 66.16297691498308
 77 97.38478684001379
 78 53.48968351486103
 79 73.15523526322193
 80 77.78750568187517
 81 70.0095211103033
 82 83.2057257217096
 83 78.37528599740941
 84 80.23129245490283
 85 81.99026072951996
 86 104.8939801174438
 87 99.88132908018505
 88 100.4811261631266
 89 96.97696312254671
 90 87.97623459656641
 91 100.615668031915
 92 92.46084822346711
 93 87.47721893734608
 94 83.53805087737715
 95 96.87221559884783
 96 103.1642104145108
 97 106.0305941578057
 98 107.6359006436163
 99 105.6382443023706
 100 102.7511315761625


