# Created by Octave 4.2.2, Fri Jun 08 16:48:30 2018 GMT <unknown@unknown>
# name: dados
# type: matrix
# rows: 32
# columns: 3
 1 10.04898335263791 1
 2 8.376970184575139 1
 3 7.190815412669643 1
 4 7.238082840664177 1
 5 7.707743785193388 1
 6 2.209062949503438 1
 7 4.704210846006678 1
 8 -3.68836297364382 1
 9 1.916808035924844 1
 10 -1.540454977710642 1
 5 24.18615090448713 2
 6 26.67278028165164 2
 7 20.69058652551519 2
 8 19.38169912998859 2
 9 19.75335914118635 2
 10 15.52811172233496 2
 11 21.86430520430195 2
 12 15.4403914507356 2
 13 11.81491259667778 2
 14 16.89993693308623 2
 15 18.30085135863159 2
 10 44.04894087173155 3
 11 38.79600523723013 3
 12 36.08200187148559 3
 13 31.25361404899452 3
 14 36.12860597448766 3
 15 34.54412394860829 3
 16 27.49991999889966 3
 17 26.08885796431565 3
 18 31.99165250786018 3
 19 35.76761111188152 3
 20 29.80773062829305 3


